pdf,page,category,confidence,text
44149 - VS 22 LOW IT-EN 1.pdf,39,general_information,0.2,"1.2 kW - 12 V Inclinazione massima di utilizzo 25 ° Portata pompa acqua mare 28 l/min - 7.4 gl/min Diametro tubo ingresso acqua di mare 20 mm - 3/4"" in Diametro tubo scarico 63.5 mm - 2 ½"" in Diametro tubo andata e ritorno combustibile 8 mm - 5/16"" in Larghezza massima 985 mm - 38.8 in Profondità massima 585 mm - 23 in Altezza massima 730 mm - 28.7 in Peso a secco 360 Kg - 793 lb Rumorosità 54 dBA a 7 m (23 ft) Caratteristiche motore Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,40,general_information,0.2,"DESCRIZIONE E INFORMAZIONI TECNICHE 40 Rev.: 1 Istruzioni originali in lingua italiana 3.4.2 Livelli di rumorosità In base alle leggi vigenti in materia di sicurezza sul lavoro, per quanto concerne il rischio di esposizione al rumore si possono definire due tipologie di operatore. · Operatore NON ESPOSTO Il valore di pressione sonora è sempre inferiore a 80 dB(A) durante il ciclo di lavoro. · Operatore ESPOSTO Il valore di pressione sonora è superiore a 80 dB(A) anche soltanto per brevi periodi durante il ciclo di lavoro. La macchina non è fonte di particolare disturbo acustico (pressione sonora inferiore a 80 dB(A)). Si possono verificare fenomeni di rumorosità con valori superiori a 80 dB(A) in caso di: · Utilizzo della macchina in ambienti con altre fonti di rumore · Esposizione per un periodo di tempo prolungato al rumore prodotto dalla macchina"
44149 - VS 22 LOW IT-EN 1.pdf,40,general_information,0.2,con carter aperti AVVERTENZA In caso di esposizione a fenomeni di rumorosità con valori superiori a 80 dB(A) indossare sempre gli appositi dispositivi di protezione individuale (cuffie). Il presente manuale è di proprietà di MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,41,general_information,0.2,DESCRIZIONE E INFORMAZIONI TECNICHE Istruzioni originali in lingua italiana Cod.: 44149 41 3.4.3 Dimensioni d'ingombro Pos. mm in A 985 38.8 B 585 23 C 533 21 D 730 28.7 E Ø 63.5 Ø 2 ½ Il presente manuale è di proprietà di MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,42,general_information,0.2,"DESCRIZIONE E INFORMAZIONI TECNICHE 42 Rev.: 1 Istruzioni originali in lingua italiana 3.5 Uso previsto La macchina è stata prevista per produrre energia elettrica a partire da energia termica di combustione nei limiti di tensione e potenza dichiarati dal Costruttore. Ogni utilizzo diverso da quello indicato è da considerarsi scorretto e pertanto vietato. Per il funzionamento del motore termico utilizzare soltanto combustibile per autotrazione conforme alle norme ASTM A975. Per il funzionamento della macchina è richiesta la presenza di un solo operatore, opportunamente formato e addestrato. AVVERTENZA Non modificare in alcun modo la macchina per ottenere prestazioni diverse da quelle previste e autorizzate dal Costruttore. Eventuali modifiche (di tipo tecnico, funzionale ecc.) devono essere concordate preventivamente e autorizzate dal Costruttore. Tutte le modifiche autorizzate devono comunque essere effettuate soltanto da personale tecnico del Costruttore o da personale dei Centri di"
44149 - VS 22 LOW IT-EN 1.pdf,42,general_information,0.2,Assistenza Autorizzati. Il Costruttore declina ogni responsabilità per danni a cose o persone legati alla non osservanza di queste prescrizioni. ATTENZIONE Limitare il più possibile il funzionamento a vuoto e/o con carico ridotto. Il funzionamento a vuoto o a carico ridotto per periodi prolungati provoca un processo di combustione non ottimale. Possono verificarsi trafilamenti di combustibile nella coppa motore con emissione di fumo bianco che a lungo andare possono diminuire l’efficacia di lubrificazione dell’olio. ATTENZIONE Azionare la macchina per almeno 1 ora ogni mese con un carico compreso tra 1/4 e 3/4. Limitare il più possibile i periodi di inattività (anche di breve durata) della macchina. Far funzionare regolarmente la macchina consente di: · Eliminare l’umidità · Mantenere lubrificato il motore · Evitare il ristagno del combustibile con conseguente perdita di efficacia (combustibile stantio) · Prevenire l’ossidazione dei contatti elettrici
44149 - VS 22 LOW IT-EN 1.pdf,42,general_information,0.2,· Aumentare la durata del motore · Aumentare l’affidabilità della macchina Il presente manuale è di proprietà di MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,43,general_information,0.2,"DESCRIZIONE E INFORMAZIONI TECNICHE Istruzioni originali in lingua italiana Cod.: 44149 43 3.6 Uso improprio o non consentito PERICOLO L’utilizzo per usi e/o con modalità diverse da quelle previste può causare situazioni di grave pericolo per la sicurezza e la salute del personale che interagisce con la macchina. ATTENZIONE Il Costruttore declina ogni responsabilità per danni a cose o persone dovuti a un uso improprio e scorretto della macchina. L’elenco riporta una serie di divieti relativi ad alcuni possibili usi scorretti ragionevolmente prevedibili ipotizzati sulla base dell’esperienza acquisita. · MAI utilizzare la macchina per usi e/o con modalità diverse da quelle previste. · MAI modificare la macchina per ottenere prestazioni diverse da quelle previste e autorizzate dal Costruttore. · MAI affidare l’utilizzo della macchina a personale privo della qualifica, della formazione e dell’addestramento necessari per operare in modo corretto e"
44149 - VS 22 LOW IT-EN 1.pdf,43,general_information,0.2,"sicuro. · MAI utilizzare la macchina in ambienti con atmosfera potenzialmente esplosiva e/o con rischio di incendio. · MAI utilizzare la macchina senza le protezioni di sicurezza. · MAI rimuovere, manomettere o bypassare per alcun motivo i dispositivi di sicurezza. · MAI sostituire i componenti con ricambi non originali e non previsti dal Costruttore. · MAI posizionare o immagazzinare la macchina in prossimità di materiali infiammabili. · MAI utilizzare la macchina in prossimità di materiali infiammabili. · MAI utilizzare la macchina all’aperto o in presenza di condizioni ambientali diverse da quelle previste. · MAI utilizzare e/o effettuare interventi sulla macchina in condizioni di illuminazione e/o visibilità insufficienti. · MAI utilizzare la macchina senza aver effettuato gli interventi di manutenzione previsti. · MAI effettuare interventi (riparazioni, manutenzioni ecc.) senza aver arrestato il funzionamento e isolato la macchina dalle fonti di alimentazione."
44149 - VS 22 LOW IT-EN 1.pdf,44,general_information,0.2,DESCRIZIONE E INFORMAZIONI TECNICHE 44 Rev.: 1 Istruzioni originali in lingua italiana 3.7 Area di lavoro - zona pericolosa AREA DI LAVORO (A) Zona di fronte alla macchina dove è previsto lo stazionamento dell’operatore autorizzato a far funzionare la macchina. L’accesso alla zona (A) con macchina in funzione è consentito soltanto per l’utilizzo dei comandi. ZONA PERICOLOSA (B) Zona all’interno e/o in prossimità della macchina dove sono presenti situazioni di rischio per la sicurezza e la salute delle persone. PERICOLO Non accedere e/o sostare nella zona (B) con macchina in funzione. L’accesso alla zona (B) è consentito soltanto con funzionamento arrestato e con macchina isolata dalle fonti di alimentazione. L’accesso alla zona (B) è riservato ai tecnici autorizzati a eseguire interventi di riparazione/manutenzione. Il presente manuale è di proprietà di MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,45,general_information,0.2,"TRASPORTO E MOVIMENTAZIONE Istruzioni originali in lingua italiana Cod.: 44149 45 4 TRASPORTO E MOVIMENTAZIONE 4.1 Informazioni generali AVVISO Le avvertenze e le procedure per il trasporto e la movimentazione sono riportate nel manuale di installazione fornito in allegato. In caso di mancanza di tale documento o di documento danneggiato e non più utilizzabile, contattare il Servizio Assistenza del Costruttore. Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,46,general_information,0.2,TRASPORTO E MOVIMENTAZIONE 46 Rev.: 1 Istruzioni originali in lingua italiana Il presente manuale è di proprietà di MASE GENERATORS S.P .A. Pagina lasciata intenzionalmente bianca Pagina lasciata intenzionalmente bianca
44149 - VS 22 LOW IT-EN 1.pdf,47,general_information,0.2,"INSTALLAZIONE Istruzioni originali in lingua italiana Cod.: 44149 47 5 INSTALLAZIONE 5.1 Informazioni generali AVVISO Le avvertenze e le procedure di installazione sono riportate nel manuale di installazione fornito in allegato. In caso di mancanza di tale documento o di documento danneggiato e non più utilizzabile, contattare il Servizio Assistenza del Costruttore. Se la macchina non viene installata subito, provvedere all’immagazzinamento. Per maggiori informazioni, vedi 11.1.1 - Immagazzinamento a breve termine (macchina imballata) . Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,48,general_information,0.2,INSTALLAZIONE 48 Rev.: 1 Istruzioni originali in lingua italiana Il presente manuale è di proprietà di MASE GENERATORS S.P .A. Pagina lasciata intenzionalmente bianca Pagina lasciata intenzionalmente bianca
44149 - VS 22 LOW IT-EN 1.pdf,49,general_information,0.2,"MESSA IN SERVIZIO Istruzioni originali in lingua italiana Cod.: 44149 49 6 MESSA IN SERVIZIO 6.1 Controlli preliminari Prima di mettere in servizio la macchina dopo l’installazione (primo avviamento) o dopo un lungo periodo di inattività, eseguire le seguenti attività e verifiche. · Verificare il rispetto delle specifiche e delle indicazioni previste dal Costruttore per l’installazione. · Verificare l’integrità della macchina e dei suoi componenti. · Verificare l’assenza di parti danneggiate o mancanti. · Verificare il corretto collegamento di tutte le linee di alimentazione. · Verificare l’integrità e l’efficienza delle connessioni elettriche. · Individuare la posizione, la funzione e l’uso dei comandi e di tutti i dispositivi di sicurezza · Verificare l’integrità e l’efficienza dei dispositivi e delle protezioni di sicurezza. · Verificare il corretto serraggio di tutti i componenti di fissaggio e ancoraggio della macchina. · Verificare la disattivazione"
44149 - VS 22 LOW IT-EN 1.pdf,49,general_information,0.2,"di tutte le utenze elettriche per evitare un avvio accidentale della macchina sotto carico. · Verificare il corretto collegamento della macchina all’impianto di messa a terra. ISTRUZIONI DI SICUREZZA I gruppi elettrogeni hanno un terminale dedicato per il collegamento a terra. Il generatore deve avere una messa a terra dedicata: tale messa a terra deve essere collegata alla massa porosa che funge da terra, tramite un cavo di sezione adeguata. La massa porosa deve essere collegata al bonding dell'imbarcazione. ATTENZIONE L’applicazione di forti carichi a un motore nuovo (fase di rodaggio) riduce la durata di vita del motore. Durante le prime 50 ore di funzionamento del motore, applicare una potenza ridotta al 30% rispetto alla potenza massima indicata. La precauzione è fondamentale per consentire un buon rodaggio del motore. Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,50,general_information,0.2,"MESSA IN SERVIZIO 50 Rev.: 1 Istruzioni originali in lingua italiana 6.2 Controllo PRE-operativo (giornaliero) Prima di avviare la macchina, eseguire le seguenti attività e verifiche. · Verificare l’integrità della macchina e dei suoi componenti. · Verificare l’assenza di ammaccature, incrinature, crepe nelle saldature e nei componenti strutturali. · Simulare alcune manovre di prova per individuare i comandi e acquisire dimestichezza con le funzionalità della macchina. · Verificare l’assenza di anomalie o irregolarità nella macchina. PERICOLO Non avviare la macchina in caso di anomalie o irregolarità. · Verificare che tutti gli interruttori siano correttamente posizionati. · Verificare che siano stati eseguiti tutti gli interventi di manutenzione previsti. · Verificare l’assenza di perdite di fluidi e lubrificanti. · Verificare la leggibilità e il corretto posizionamento delle targhette di sicurezza. · Verificare l’assenza di oggetti e/o materiali dalla zona operativa e dalle"
44149 - VS 22 LOW IT-EN 1.pdf,50,general_information,0.2,"zone di passaggio dell’operatore. · Verificare l’assenza di segnalazioni (allarmi, spie accese). Se segnato, eseguire l’operazione di rigenerazione del filtro DPF . · Verificare che la leva del rubinetto combustibile (1) sia in posizione APERTA (A). La leva non deve essere in posizione CHIUSA (B). Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,51,general_information,0.2,"MESSA IN SERVIZIO Istruzioni originali in lingua italiana Cod.: 44149 51 · Verificare che siano state eseguite le operazioni di riempimento/spurgo dell’impianto di alimentazione combustibile. · Verificare che il rubinetto presa a mare (6) si aperto. · Se sulla prese a mare (5) è presente una valvola di non-ritorno, verificare il riempimento del tratto di circuito dalla pompa alla valvola. Riempire manualmente il tratto di circuito. Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,52,general_information,0.2,"MESSA IN SERVIZIO 52 Rev.: 1 Istruzioni originali in lingua italiana 6.3 Comandi e strumenti Ogni macchina è dotata di un pannello strumenti con i comandi e i dispositivi di controllo per il funzionamento della macchina. Il pannello strumenti può trovarsi a bordo macchina oppure in remoto. AVVISO Tutte le informazioni sul pannello strumenti sono riportate nel manuale specifico fornito in allegato. In caso di mancanza di tale documento o di documento danneggiato e non più utilizzabile, contattare il Servizio Assistenza del Costruttore. Il presente manuale è di proprietà di MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,53,general_information,0.2,MESSA IN SERVIZIO Istruzioni originali in lingua italiana Cod.: 44149 53 6.4 Comandi a bordo macchina 6.4.1 Quadro di comando 1. Logica di controllo (vedi documentazione allegata) 2. Interruttore d'emergenza Il presente manuale è di proprietà di MASE GENERATORS S.P .A.
